2025-06-04T22:56:36Z,1000,5,light,1000,0,3248.72,1.526786ms,664.471µs,6.834937ms
2025-06-04T22:56:38Z,1000,5,light,1000,0,2732.20,1.821324ms,709.573µs,16.022857ms
2025-06-04T22:56:42Z,1000,5,light,1000,0,3142.89,1.585921ms,672.931µs,13.343699ms
2025-06-04T22:56:52Z,2500,5,light,2500,0,3267.11,1.525482ms,639.104µs,15.017424ms
2025-06-04T22:56:56Z,2500,5,light,2500,0,2934.75,1.695713ms,677.078µs,17.870621ms
2025-06-04T22:56:58Z,2500,5,light,2500,0,2926.61,1.703963ms,676.773µs,13.821065ms
2025-06-04T22:57:06Z,5000,5,light,5000,0,2972.53,1.676081ms,659.694µs,40.427808ms
2025-06-04T22:57:11Z,5000,5,light,5000,0,3059.64,1.630114ms,638.536µs,40.4052ms
2025-06-04T22:57:15Z,5000,5,light,5000,0,3107.75,1.604953ms,669.032µs,34.260542ms
2025-06-04T22:57:26Z,10000,5,light,10000,0,3120.54,1.588389ms,636.88µs,40.498021ms
2025-06-04T22:57:32Z,10000,5,light,10000,0,3134.92,1.591203ms,677.406µs,31.864479ms
2025-06-04T22:57:38Z,10000,5,light,10000,0,3093.95,1.612084ms,652.074µs,59.877009ms
2025-06-04T23:08:34Z,250,5,heavy,250,0,58.01,75.541171ms,49.517904ms,125.50729ms
2025-06-04T23:08:42Z,250,5,heavy,250,0,61.12,71.450679ms,49.408709ms,128.005737ms
2025-06-04T23:08:50Z,250,5,heavy,250,0,60.46,71.967996ms,49.558765ms,122.171773ms
2025-06-04T23:08:58Z,500,5,heavy,500,0,59.78,83.353395ms,49.663307ms,129.357614ms
2025-06-04T23:09:10Z,500,5,heavy,500,0,58.98,84.380408ms,50.316418ms,129.556923ms
2025-06-04T23:09:22Z,1000,5,heavy,1000,0,55.56,89.878592ms,51.196304ms,136.697762ms
